region,model,MEC,AE,lifetime,inv_lifetime,precip,AOD
amazon,CAM5-ATRAS_AP3-CTRL,4259.187910056437,1.5702584646939228,6.485048002794191,0.15420086321167298,2.0452351822492005,0.3416578901275411
amazon,CAM5.3-Oslo_AP3-CTRL2016-PD,3835.5207442316123,0.9354122902763177,39.39805449025201,0.02538196398117636,1.522214293267985,0.3217315026760766
amazon,CAM5_CTRL2016,9529.374318385791,,162.49590315336187,0.006154001304612651,1.5924121425304951,0.25052010102255845
amazon,EC-Earth3-AerChem-met2010_AP3-CTRL2019,5118.9123617192845,1.1454441684150396,95.9694533177411,0.010419982248821855,0.9402319684152556,0.41199173340164486
amazon,ECHAM6.3-HAM2.3-met2010_AP3-CTRL,3471.8907060732304,1.387459762356345,12.461745437503918,0.08024558076675811,1.5461412237357737,0.18609186920678866
amazon,ECHAM6.3-SALSA2.0-met2010_AP3-CTRL,4406.371867612553,1.2181571443678374,11.703399506562265,0.08544525882751294,0.6520908765184363,0.2779735329276269
amazon,GFDL-AM4-met2010_AP3-CTRL,7161.1289684346775,1.134681734262966,68.47736626008246,0.014603365383562224,1.288737373825953,0.3646897201525601
amazon,GISS-ModelE2p1p1-MATRIX_AP3-CTRL-2010,9892.254796855814,1.4131498382262369,33.25195647334887,0.03007341841077804,2.1400370077187656,0.46560358658798245
amazon,GISS-ModelE2p1p1-OMA_AP3-CTRL-2010,13880.115273070767,0.4159077600196742,11.60687708170999,0.08615581891323643,2.2124942775614658,0.6717734930063806
amazon,INCA_AP3-CTRL,5283.171000021912,0.4949502147492304,32.98825068694262,0.030313823230275715,2.1270423562093868,0.26088393751779987
amazon,MIROC-SPRINTARS_AP3-CTRL,8979.60152364012,0.8762195868672291,6.099549300495547,0.16394653944657137,2.5070044926594743,0.5682027366452042
amazon,NorESM2-met2010_AP3-CTRL,4079.601139957224,1.5915871787110087,41.54942760592773,0.02406772024597838,1.1690361970851502,0.4447600145032267
amazon,TM5-met2010_AP3-CTRL2019,4795.2155741762335,1.3463241596044435,85.52292576899511,0.011692771160578479,2.8960835669547755,0.3139036191486686
amazon,TM5_AP3-CTRL2016,4897.692559496075,1.4552726803141223,9.846625315586055,0.1015576370532874,2.8960835669547755,0.37785390384324646
outflow_af,CAM5-ATRAS_AP3-CTRL,5032.349915432309,1.3672771275873208,10.250738317873422,0.09755394870010262,0.3279149000350192,0.5220247945513963
outflow_af,CAM5.3-Oslo_AP3-CTRL2016-PD,5783.584313465953,0.5216355224594176,19.676227940499864,0.050822749310689044,0.4081146250557113,0.3967075681197536
outflow_af,CAM5_CTRL2016,4895.528281199135,2.1211876590660728,276.58283127031615,0.0036155534145308446,0.4654782150714474,0.29040928178073605
outflow_af,EC-Earth3-AerChem-met2010_AP3-CTRL2019,5234.893317031396,1.0301058551488693,4.238763296875283,0.23591786801050593,0.5386061085216696,0.341076844480703
